Id,Name,SNR,Energy,Position,Type
266,Stanford Lake College,82.49227334454065,12439.259664098987,"[29.973278, -23.910281, 7.0]",0
267,Ehlanzeni TVET College - Mapulaneng Campus,85.05836160544999,12090.74321002722,"[31.0723096, -24.600599, 7.0]",0
268,Meridian College Phalaborwa C C,77.73705375938287,13465.093351695326,"[31.1388406, -23.9529825, 7.0]",0
269,Southern Cross Schools.,106.82154956030594,14432.619290600724,"[30.94752609999999, -24.3602282, 7.0]",0
270,Hoedspruit Independent College,109.10712668379553,14197.871308184527,"[31.0382532, -24.5755261, 7.0]",0
271,"Mashamba Campus, Vhembe TVET College",65.09316622036596,16123.815233257028,"[30.1244309, -23.2399142, 7.0]",0
272,Strausburg College,98.78153009723695,11345.489083751712,"[31.08211670000001, -23.9450481, 7.0]",0
273,Campfire Academy (Learn ~ Understand ~ Inspire),82.9792859745869,14623.758503112866,"[30.886523, -24.218505, 7.0]",0
274,Southern African Wildlife College,50.78136953313384,12486.630527889367,"[31.3345936, -24.5417534, 10.0]",-1
275,eco ranger academy,76.73091372688606,12383.790966135244,"[31.1127115, -24.463246, 7.0]",0
276,"Shingwedzi Campus, Vhembe TVET College",84.90905073953591,12879.766618129579,"[30.7157504, -23.0130307, 7.0]",0
277,Flying High FET College,69.77127580099886,13548.435716832659,"[30.42236729999999, -23.5263641, 7.0]",0
278,Lowveld Academy,110.1518337349793,14022.245044673657,"[30.9565222, -24.3487241, 7.0]",0
279,Selati Hospitality Training Academy,89.96190850206895,14275.832194908186,"[31.1295676, -23.9447625, 7.0]",0
280,Nazarene Christian Academy,73.08044707566542,12274.658138623958,"[30.1952714, -23.8269091, 7.0]",0
281,BUSHVELD BETHEL CHRISTIAN ACADEMY,96.38127571652416,13219.180307186793,"[31.139678, -23.937145, 7.0]",0
282,Eco Ranger Academy,75.21860927622035,13769.90291616251,"[31.0570074, -24.5150911, 10.0]",-1
283,Harvesters Theological Seminary,85.79561631335027,14765.501605968264,"[30.7033395, -23.0149544, 7.0]",0
284,Avuxeni Computer Academy,55.37264543039922,13554.746884578359,"[30.28828399999999, -23.97775889999999, 7.0]",0
285,Warriors,71.77305445817817,14922.464142593706,"[30.0078467, -23.8673308, 7.0]",0
286,Madzivhandila College of Agriculture,96.40586418270897,14664.258423174666,"[30.5508497, -22.9870197, 7.0]",0
287,Mopani South East Fet,100.62603303069238,14184.64696475043,"[31.1417844, -23.9430647, 7.0]",0
288,"Tshisimani Campus, Vhembe TVET College",66.7063278548956,11923.832587550894,"[30.30883979999999, -23.0553523, 7.0]",0
289,Capricorn College for FET,71.36203967257455,14968.172558142855,"[29.453796, -23.9175241, 10.0]",-1
290,Boston City Campus and Business College,64.43818088470921,13400.58227190553,"[29.4553, -23.92026, 10.0]",-1
291,Calvin College,66.6225265135277,13642.584256131804,"[30.3108458, -24.6661786, 10.0]",-1
292,Southern Cross Schools.,94.79634993953617,12172.435663877004,"[30.94752609999999, -24.3602282, 7.0]",0
293,Refentse Primary School,92.23886337526947,13297.462850903961,"[31.0200702, -23.9377316, 7.0]",0
294,Damelin - Tzaneen,70.9908833167998,14990.359116932897,"[30.16239999999999, -23.8333099, 7.0]",0
295,Makhosani Primary School,53.72946739826412,13173.939278505415,"[30.38477179999999, -23.2645109, 7.0]",0
296,Modjadi Teachers Training College,75.99912342629844,11733.747356376167,"[30.22194, -23.65167, 7.0]",0
297,Stanford Business College,68.97978138850804,12568.486044442208,"[30.15812, -23.82276, 7.0]",0
298,Mopani SE TVET College - Phalaborwa Campus,106.95881529648332,12848.899734430097,"[31.14144549999999, -23.9420969, 7.0]",0
299,University of Limpopo,35.67969513641079,11512.154977783333,"[29.73855, -23.8888188, 7.0]",0
300,Gate One,93.84795749931453,14084.681781900035,"[29.7385365, -23.88078059999999, 7.0]",0
301,Gate Two - Turfloop Campus,88.10770010399406,12730.675031321149,"[29.7343522, -23.8869462, 7.0]",0
302,Gate Three,124.00297859591191,14448.629633399356,"[29.7336978, -23.8925377, 7.0]",0
303,University of Limpopo Turfloop Biochem Microbio and Biotech,97.12053483920788,13066.434529177888,"[29.7339171, -23.8718779, 7.0]",0
304,University of Limpopo - Turfloop Campus,96.18534634770869,13179.647402043618,"[29.7171596, -23.8826204, 7.0]",0
305,University of Limpopo - Facility of Science & Agriculture,52.52106404753955,12577.79648276402,"[29.7138252, -23.8848118, 7.0]",0
306,University of Venda,96.84228114952744,14306.809385658857,"[30.4464797, -22.9761353, 7.0]",0
307,Letaba FET College Giyani Campus,62.6885692521915,12541.054694414835,"[30.7153534, -23.3162563, 7.0]",0
308,university of Limpopo,118.2792116259827,11649.443554054531,"[29.7266776, -23.885523, 7.0]",0
309,Giyani 1 Boxer Superstores,86.57872165939847,11582.912624815686,"[30.69511949999999, -23.3107087, 7.0]",0
310,Checkers,38.732874237788124,13197.145385962353,"[31.1334677, -23.9487602, 7.0]",0
311,Pick n Pay Hoedspruit,78.89552671902949,13991.1073774269,"[30.9585409, -24.3514854, 7.0]",0
312,Tzaneen Boxer Superstores,101.67446807677791,12911.713919995822,"[30.1638284, -23.8280834, 7.0]",0
313,Clicks Pharmacy - Giyani,75.58773388206146,12618.982805307303,"[30.687281, -23.306148, 7.0]",0
314,Mopani Superspar,72.64737235208436,14054.569947836682,"[30.6938375, -23.3115495, 7.0]",0
315,Pick n Pay Giyani,82.42239480128909,13517.790252073315,"[30.693273, -23.310229, 7.0]",0
316,Giyani Build it,71.11604296473193,13028.33286601054,"[30.69165189999999, -23.3056782, 7.0]",0
317,Shoprite Giyani,79.4864535455178,15031.523916701792,"[30.726, -23.314, 7.0]",0
318,Game Tzaneen,48.19404040684527,14836.557000776156,"[30.1637352, -23.8271279, 7.0]",0
319,Pick n Pay Phalaborwa,77.6947192388813,12996.743485805137,"[31.135381, -23.950523, 7.0]",0
320,Game Phalaborwa,69.76918342995901,15531.901321484174,"[31.1322335, -23.9490748, 7.0]",0
321,Tops @ Spar - Mopani,109.47583071296623,14863.641092271204,"[30.69377879999999, -23.3119139, 7.0]",0
322,Pick n Pay Tzaneen,69.55818362920797,13045.049276073956,"[30.16284, -23.826013, 7.0]",0
323,Shoprite,101.74628663335692,14427.102735336257,"[31.1335798, -23.950133, 7.0]",0
324,TZANEEN CASH & CARRY,73.05293140482512,14696.785086705957,"[30.165002, -23.8282967, 7.0]",0
325,P M E Supplies CC,91.65212485412621,12084.928912650113,"[31.1324321, -23.9506124, 7.0]",0
326,Checkers LiquorShop Tzaneen Lifestyle,89.02807492103784,13202.257373699067,"[30.15694599999999, -23.822519, 7.0]",0
327,Spar - Duivelskloof,46.300799089479305,13482.248363956043,"[30.140968, -23.6955603, 7.0]",0
328,Boulevard Cycles,98.87085689383957,13584.518249130093,"[30.160736, -23.830134, 7.0]",0
329,P&L Hardware Modjadji.,103.63053178744094,13925.437302569826,"[30.2315587, -23.6564968, 7.0]",0
330,Tzaneen Salvage Store,122.99246417684006,12850.850174972367,"[30.1758743, -23.8364661, 7.0]",0
331,Godding & Godding,112.20428952103259,14135.712524643033,"[30.879435, -24.467599, 7.0]",0
332,Camelia Florists,98.25614198637273,13834.3773015414,"[30.15275, -23.81889, 7.0]",0
333,Lowveld Camp and Gas 4x4 Outdoor Shop,81.36633677632383,12522.811381034071,"[30.95752, -24.35082, 10.0]",-1
334,Forms Media Independent Africa Pty Limited,84.08484721124688,13230.15408647027,"[30.171322, -23.830459, 7.0]",0
335,Khaki Fever Work Wear,105.74728334423386,14791.666136125968,"[30.9572989, -24.3503304, 7.0]",0
336,J & N Bike Shop,114.3172602219967,14606.315885642978,"[31.1349524, -23.9458244, 7.0]",0
337,KAROSS Studio & Café,111.40576196186132,14477.045470694798,"[30.43615660000001, -23.7988733, 7.0]",0
338,The Vape Guy,83.25117569207616,15489.373760970222,"[30.15304, -23.83478, 7.0]",0
339,Nappy & Baby King,87.49760966297643,12526.302893984444,"[30.1602351, -23.8262452, 7.0]",0
340,African Jacana,81.5846397092413,14956.684880978572,"[30.17332589999999, -23.8320456, 7.0]",0
341,Morkels,84.33328328870326,11873.310543856274,"[31.13323179999999, -23.9482327, 7.0]",0
342,Buco Giyani,69.73021052109131,13779.269457079192,"[30.6908015, -23.3053514, 7.0]",0
343,The Pet Bar,66.25524597152902,14330.780482075708,"[30.9594724, -24.3523024, 7.0]",0
344,Buco Hoedspruit,52.89307992252168,13162.475402528242,"[30.949444, -24.350161, 7.0]",0
345,The Olive Tree,87.05788737952435,12957.588059309994,"[30.1458611, -23.8431439, 7.0]",0
346,Truworths,97.3888365677463,13588.198549561992,"[31.136143, -23.947764, 7.0]",0
347,Morkels,79.64977987674403,13394.430373568597,"[30.1611398, -23.8252845, 7.0]",0
348,Eskom Tzaneen,97.2810977746168,14235.222721755015,"[30.1601703, -23.8284463, 7.0]",0
349,Shoprite Maake,63.03165520356378,13579.342267599379,"[30.28884900000001, -23.977537, 7.0]",0
350,OK Sugar Hill Mini Market - Tzaneen,80.2201955355962,13445.105769894953,"[30.14879, -23.82716, 7.0]",0
351,Usave Shoprite,70.82182933335201,13659.937268079435,"[30.14121, -23.6961917, 7.0]",0
352,Ackermans,102.67185821353199,11419.52840547205,"[30.16346579999999, -23.8263687, 7.0]",0
353,Ackermans,60.34239561015757,12084.141256336901,"[30.6874957, -23.3057416, 7.0]",0
354,Ackermans,63.243531088081085,13226.101905491723,"[30.15812, -23.82276, 7.0]",0
355,Giyani Top Tiles,94.45099464888321,14474.946320287805,"[30.692842, -23.3116249, 7.0]",0
356,Phalaborwa Uitrusters,80.45050101887773,14126.157243427842,"[31.13640539999999, -23.9494813, 7.0]",0
357,Heqlen Mica,109.64071746401366,13151.205927231164,"[31.1301654, -23.9466577, 7.0]",0
358,Trappers Tzaneen,100.36094329830797,11626.64452342874,"[30.1620416, -23.8258924, 7.0]",0
359,MTN Store - Tzaneen Crossing 16,84.31240030342857,13099.48253763955,"[30.16135999999999, -23.82949, 7.0]",0
360,PEP Store,83.87626697759073,13716.645293001042,"[30.689963, -23.307861, 7.0]",0
361,Spar,63.35207068356127,12338.544636118653,"[31.1524252, -23.94632, 7.0]",0
362,Mhangela Tea Garden and Animal Touch Farm,139.50512388344006,13778.916652759464,"[30.30434180000001, -23.8189249, 7.0]",0
363,Van Heerden Pharmacy Tzaneen,48.92064793294877,14132.890869809515,"[30.1571616, -23.8220548, 10.0]",-1
364,The Crazy Store,75.51491703174628,12734.006895119433,"[30.957421, -24.351363, 7.0]",0
365,The Crazy Store,64.43747541988682,13353.31907477624,"[30.15634, -23.823175, 7.0]",0
366,MTN Store - Tzaneen Lifestyle Center,68.44432019464477,12961.566201999045,"[30.1535291, -23.8379328, 7.0]",0
367,Checkers - Tzaneen Lifestyle Centre,103.37461457285426,13262.859177939145,"[30.1565643, -23.8223499, 7.0]",0
368,PEP Store,133.26276652153157,12937.782744936683,"[30.162481, -23.828478, 7.0]",0
369,Mopani Superspar,55.003979083866426,14575.47005870949,"[30.6938375, -23.3115495, 7.0]",0
370,Tops @ Spar - Mopani,103.17200936695745,12074.385564857826,"[30.69377879999999, -23.3119139, 7.0]",0
371,Spar - Duivelskloof,88.04718972499386,13737.213346963403,"[30.140968, -23.6955603, 7.0]",0
372,Checkers LiquorShop Tzaneen Lifestyle,78.26443399472774,11703.535295900165,"[30.15694599999999, -23.822519, 7.0]",0
373,Checkers LiquorShop,43.822739021804395,12621.184743748183,"[31.1327914, -23.9492905, 7.0]",0
374,Boulevard Cycles,119.4155685162379,14399.927460482082,"[30.160736, -23.830134, 7.0]",0
375,P&L Hardware Modjadji.,102.36003889647444,13751.210429168428,"[30.2315587, -23.6564968, 7.0]",0
376,Tzaneen Salvage Store,93.52638021741537,13772.238442289616,"[30.1758743, -23.8364661, 7.0]",0
377,Godding & Godding,104.28903352696848,13670.21533739146,"[30.879435, -24.467599, 10.0]",-1
378,Camelia Florists,124.91354937745399,12410.016287442098,"[30.15275, -23.81889, 7.0]",0
379,Lowveld Camp and Gas 4x4 Outdoor Shop,100.97172322452361,12209.296428027974,"[30.95752, -24.35082, 7.0]",0
380,Pick 'N Pay Family Store - Phalaborwa,117.27901741186665,12914.502072408264,"[31.13511309999999, -23.9495523, 7.0]",0
381,J & N Bike Shop,96.54367413217602,13723.868451432734,"[31.1349524, -23.9458244, 7.0]",0
382,Forms Media Independent Africa Pty Limited,67.27348377877192,13774.457114289535,"[30.171322, -23.830459, 7.0]",0
383,Khaki Fever Work Wear,53.49527950533112,14606.178277511033,"[30.9572989, -24.3503304, 7.0]",0
384,KAROSS Studio & Café,61.305084382762736,14505.365201364111,"[30.43615660000001, -23.7988733, 7.0]",0
385,The Vape Guy,86.25691108091819,14186.885343444244,"[30.15304, -23.83478, 7.0]",0
386,Allesbeste,62.56440129907227,13736.90495593878,"[30.1215783, -23.80198459999999, 7.0]",0
387,Nappy & Baby King,85.9865828344876,12395.682376816138,"[30.1602351, -23.8262452, 10.0]",-1
388,African Jacana,91.72264932391923,12000.72989303689,"[30.17332589999999, -23.8320456, 10.0]",-1
389,Giyani 1 Boxer Superstores,80.94728768258449,13908.212572568562,"[30.69511949999999, -23.3107087, 7.0]",0
390,Pick n Pay Giyani,67.28289815914543,13802.772246628718,"[30.693273, -23.310229, 7.0]",0
391,Pick n Pay Hoedspruit,92.03899490459446,12935.703186156481,"[30.9585409, -24.3514854, 10.0]",-1
392,Clicks Pharmacy - Giyani,67.79515028203447,14400.944822980906,"[30.687281, -23.306148, 7.0]",0
393,Shoprite Giyani,67.70913517000885,11843.88457242485,"[30.726, -23.314, 7.0]",0
394,Checkers - Tzaneen Lifestyle Centre,84.3725597934586,13536.629203025233,"[30.1565643, -23.8223499, 7.0]",0
395,Game Tzaneen,80.55145770732275,13285.734740763914,"[30.1637352, -23.8271279, 7.0]",0
396,Game Phalaborwa,64.37181262862214,13033.417372178808,"[31.1322335, -23.9490748, 7.0]",0
397,Tzaneen Boxer Superstores,69.00097879606976,12977.82019146018,"[30.1638284, -23.8280834, 7.0]",0
398,TZANEEN CASH & CARRY,112.83794174237701,14193.116711694309,"[30.165002, -23.8282967, 7.0]",0
399,Shoprite LiquorShop,104.75209138319602,12979.819228419074,"[31.133973, -23.950606, 7.0]",0
400,Shoprite Maake,105.57236265779608,14031.821999781047,"[30.28884900000001, -23.977537, 7.0]",0
401,Shoprite Modjadji,84.18087489453319,14643.484548487226,"[30.22033, -23.64733, 7.0]",0
402,Clicks Pharmacy- Tzaneen Centre,113.50120444526955,10821.086411819651,"[30.1619, -23.8256, 7.0]",0
403,Foodzone Haenertsburg,22.117978233259215,13887.652174577952,"[29.9408304, -23.9421125, 7.0]",0
404,Checkers,81.99953730648339,13513.540919952482,"[31.1334677, -23.9487602, 7.0]",0
405,The Pet Bar,128.14707648673905,11910.985716850655,"[30.9594724, -24.3523024, 7.0]",0
406,Barnetts,101.39739011326787,14459.759783774469,"[30.6871936, -23.3058649, 7.0]",0
407,Morkels,95.03558619944855,11904.991836542597,"[31.13323179999999, -23.9482327, 7.0]",0
408,Mr Price / MRP,82.28098433613161,11858.485306430619,"[30.695972, -23.3111465, 7.0]",0
409,Mr Price Home Tzaneen,104.00081491245481,13781.888483949815,"[30.16320199999999, -23.8265761, 7.0]",0
410,Mr Price Home Phalaborwa,96.10301403302553,14306.002088711957,"[31.133, -23.950066, 7.0]",0
411,P M E Supplies CC,72.09974909619713,14916.763502172642,"[31.1324321, -23.9506124, 7.0]",0
412,The Olive Tree,103.00465823264253,13666.22282974802,"[30.1458611, -23.8431439, 7.0]",0
413,OK Sugar Hill Mini Market - Tzaneen,57.295160006007904,13973.784486230381,"[30.14879, -23.82716, 7.0]",0
414,Buco Giyani,67.94767187431322,13850.430370311664,"[30.6908015, -23.3053514, 7.0]",0
415,Vodacom Shop Tzaneen,78.83650467747853,13584.891555723705,"[30.1617013, -23.8256034, 7.0]",0
416,Buco Hoedspruit,54.899450703439655,14119.330596300526,"[30.949444, -24.350161, 7.0]",0
417,Vodacom Shop Giyani,37.58355711417158,13113.897928276056,"[30.706254, -23.3072628, 7.0]",0
418,Musica,57.509727142098676,13647.647156781724,"[30.15812, -23.82276, 7.0]",0
419,Truworths,65.5439172197972,13651.447975268014,"[31.136143, -23.947764, 10.0]",-1
420,Heqlen Mica,56.524870106217016,12787.062247927468,"[31.1301654, -23.9466577, 7.0]",0
421,Morkels,68.20405156726453,13043.690815634245,"[30.1611398, -23.8252845, 7.0]",0
422,Expecta Motor & Tyre Services C C,84.50941379504494,13541.473636851922,"[30.15832, -23.82614, 7.0]",0
423,Trappers Tzaneen,93.56199581508945,12495.51847250009,"[30.1620416, -23.8258924, 7.0]",0
424,Clicks Pharmacy - Phalaborwa,71.22566798923997,12969.917617306868,"[31.1351171, -23.9504966, 7.0]",0
425,The Crazy Store,86.21384604596435,13457.138528356856,"[30.957421, -24.351363, 7.0]",0
426,Exact Stores,110.57705001995569,13420.814167671313,"[30.15812, -23.82276, 7.0]",0
427,Giyani Top Tiles,83.1126253554489,13977.750056215145,"[30.692842, -23.3116249, 7.0]",0
428,The Crazy Store,106.33287591721881,12486.850886152013,"[30.15634, -23.823175, 7.0]",0
429,Giyani Regional Mall,70.52656275350108,12903.588754400596,"[30.696605, -23.313041, 7.0]",0
430,Mopani Super Spar Centre - Vukile,91.30012199117512,12383.149066169934,"[30.6933868, -23.311922, 7.0]",0
431,Masingita Mall,50.319096968686424,13494.431795017286,"[30.69464950000001, -23.3102501, 7.0]",0
432,Maake Plaza (Shopping Center),101.73061446986378,14252.579844907095,"[30.2888682, -23.9773747, 7.0]",0
433,Giyani Plaza Centre,87.69156003118125,14172.118745280273,"[30.69282, -23.30952, 7.0]",0
434,Tzaneng Mall Centre,70.98242051965214,13123.055044478244,"[30.1619, -23.82583, 7.0]",0
435,Eden Square Mall,105.31231480391885,13685.035713938198,"[31.1355298, -23.9510105, 7.0]",0
436,Tzaneen Crossing Mall,88.23364433683174,13321.987784579433,"[30.1623296, -23.8301853, 7.0]",0
437,Lenyenye Shopping Centre,59.68674373025934,12840.813821300657,"[30.2692761, -23.9725929, 7.0]",0
438,Tzaneen Lifestyle Centre,45.2785297517623,13132.279091671458,"[30.1568968, -23.8224744, 7.0]",0
439,Masingita Plaza,71.99204694785371,11929.078284526046,"[30.686888, -23.306264, 7.0]",0
440,Nkowankwa Shoping Centre,84.12844740373104,13981.718001859626,"[30.2872309, -23.8877379, 7.0]",0
441,Sanlam Centre - Phalaborwa,89.4537749676399,14031.823802146107,"[31.13766, -23.94765, 7.0]",0
442,Bindzulani Shopping Centre,73.03490834730258,13263.063953007933,"[30.2597213, -23.895024, 7.0]",0
443,Tygervalley Shopping Centre.,92.78079906080157,12913.306598617703,"[31.090834, -23.613148, 7.0]",0
444,The Hoedspruit Mall,43.75787262629945,16547.648498864408,"[30.9571981, -24.3513583, 7.0]",0
445,Namakgale Crossing complex,75.20050214666217,13660.177026365142,"[31.0257732, -23.9277449, 7.0]",0
446,Teyisi Shopping Centre,61.38411929819675,12355.462657944276,"[30.7117975, -23.2897804, 7.0]",0
447,Oasis Entertainment Center,49.7247036447536,14258.647111417991,"[30.15828789999999, -23.8171493, 7.0]",0
448,The Landy Shop,86.7530314499248,13756.581762846208,"[30.88619599999999, -24.3767364, 7.0]",0
449,Boxer Centre,61.82090672307268,13782.49614224117,"[30.1636906, -23.8287351, 7.0]",0
450,Orange Tree Furniture,87.76573513957405,12467.679102666782,"[30.9473705, -24.3555319, 7.0]",0
451,Kham Avalante' Travel & Tours Shuttle Coaches,98.76368107821014,13834.813782159716,"[30.16116, -23.8258699, 7.0]",0
452,Hornbill Enterprises,94.41980489744908,13528.969888328827,"[30.8842627, -24.4787455, 7.0]",0
453,Nkuzana Shopping Centre (Proposed),53.93928433804565,12526.01679705558,"[30.309836, -23.211568, 7.0]",0
454,Dunns Stores,87.3078839406296,13005.752058321583,"[31.1342, -23.95108, 7.0]",0
455,Selokwe Shopping Centre,85.29457142195064,13633.42519648217,"[30.1048625, -23.2569917, 7.0]",0
456,FNB Bank ATM,88.47811184625061,11479.639105206381,"[30.15708000000001, -23.82258, 7.0]",0
457,Roots,64.57968023134076,12193.58794259515,"[30.2183548, -23.6448298, 7.0]",0
458,Thavhani Mall,61.430527058306126,13080.818153966575,"[30.46321, -22.9838848, 7.0]",0
459,Acornhoek Mall,61.704798209878106,13999.047632900076,"[31.04127, -24.6069299, 7.0]",0
460,Sasekisa Mini Shopping Centre,80.37071479359152,12211.236361606874,"[30.2454233, -23.2136124, 7.0]",0
461,Malamulele Plaza,71.4571632615145,13270.88897703521,"[30.6928289, -22.9987035, 10.0]",-1
462,24 Degrees South,86.27457339615562,14494.891428741876,"[30.87943599999999, -24.467288, 7.0]",0
463,Masingita Crossing Mall,44.24751500677545,13227.145985863339,"[30.685601, -23.004358, 7.0]",0
464,Mala Plaza,93.93448269142687,14807.65083886226,"[30.69857, -23.00261, 7.0]",0
465,Laduma Hardware Malamulele,103.88922333087373,11809.180457707771,"[30.6869066, -23.0076262, 7.0]",0
466,Paledi Mall,76.94595693263392,15552.118667117076,"[29.700632, -23.890424, 7.0]",0
467,Mall of the North,67.66830178988573,13286.958221141133,"[29.5092968, -23.87369, 7.0]",0
468,Elim Mall,68.67301838837396,12700.669877229413,"[30.0574353, -23.15664, 7.0]",0
469,Tubatse Crossing Mall,139.45199281174428,14283.488859538049,"[30.3120045, -24.6604289, 10.0]",-1
470,"Sasekisa Mini Shopping Centre, Bungeni",89.13596534353174,15072.005785801704,"[30.1690334, -23.1845202, 7.0]",0
471,Thulamahashe Plaza,75.83148429637787,12978.473398007876,"[31.2109163, -24.7259415, 7.0]",0
472,shoprite usave,95.4465446481687,13899.813988850003,"[30.0139734, -24.3232714, 7.0]",0
473,Savannah Mall,119.93497652413839,13521.91300589035,"[29.4879771, -23.9039221, 7.0]",0
474,Mushavhi Shoping Centre,79.02547775331664,11608.198930535353,"[30.70895699999999, -22.9411262, 7.0]",0
475,MVUSULUDZO MALL,68.70747957907808,13883.186706134224,"[30.4592264, -22.9757158, 7.0]",0
476,Bushbuckridge complex,101.28919731072739,12265.713310110601,"[31.0704464, -24.8351643, 7.0]",0
477,Botlokwa Shopping Plaza,60.288548942370895,13655.199829629952,"[29.7247015, -23.4928402, 7.0]",0
478,Tshidzini Shopping centre,101.33464880406112,13486.888010241488,"[30.6904853, -22.827901, 7.0]",0
479,Venda Plaza,73.25819393545187,13696.307262323582,"[30.4560254, -22.9707461, 7.0]",0
480,Side Step Limpopo Mall,54.085110660568965,12847.461744152,"[29.449768, -23.9043439, 7.0]",0
481,MUTSINDO MALL,52.83957725995511,12034.516178202894,"[30.4612758, -22.9759977, 7.0]",0
482,Makhado Crossing Mall,82.46818249999922,13140.925420336129,"[29.9188191, -23.0455176, 7.0]",0
483,Kopanong Shopping Centre (Atok,49.839514616563186,12628.449685250347,"[29.88973, -24.3004699, 7.0]",0
484,SABINA PLAZA,56.78148703761097,15272.798703865548,"[30.456599, -22.976198, 7.0]",0
485,Bopedi Shopping Centre,85.61332562687684,12831.251448315359,"[29.78939690000001, -24.4196667, 7.0]",0
486,Morone Centre,38.540260192455314,15063.390969383045,"[30.32983, -24.67315, 10.0]",-1
487,Cycad Shopping Centre,69.15449877069828,12768.875812814289,"[29.4725448, -23.8931241, 7.0]",0
488,Mutsindo Mall/Capricorn Plaza Centre,75.93170746141811,13515.699778998347,"[30.46857, -22.96107, 7.0]",0
489,"St. David's Anglican Church, Modjadjiskloof",103.15573622584375,12843.032995859989,"[30.176249, -23.656889, 7.0]",0
490,St. Peter's Anglican Church,96.11378451792548,13030.909913494874,"[30.1565717, -23.8307753, 10.0]",-1
491,Diocese of Tzaneen - Catholic Church,93.63684877803499,13708.556731024333,"[30.15639999999999, -23.8291499, 7.0]",0
492,Harvest Time Church,57.67181880545168,13861.364793182804,"[30.69412610000001, -23.3005595, 7.0]",0
493,Miracles Of God Church,91.5978459222923,12998.240992973315,"[30.789945, -23.316898, 7.0]",0
494,Die Pastorie,116.2539577651649,11453.148780992242,"[30.8876907, -24.5184295, 7.0]",0
495,Phalaborwa Catholic Church,88.510136521154,12413.761107379038,"[31.143784, -23.938406, 7.0]",0
496,NEW LIFE BAPTIST CHURCH,85.97109940633302,14566.95883618461,"[31.1395546, -23.9371205, 7.0]",0
497,Hope of Christ Church,37.09134004964735,14134.376172423832,"[30.3107576, -23.8901927, 7.0]",0
498,Hoedspruit Community Church,88.49689589974753,15874.709077440219,"[30.947874, -24.353019, 7.0]",0
499,Giyani True Vine Church,86.85999603160074,13835.911176163658,"[30.71643430000001, -23.2889558, 7.0]",0
500,Masakona Church of Christ,67.78380505554583,13081.428125393624,"[30.24326619999999, -23.2762057, 7.0]",0
501,African Baptist Apostolic Church,57.92712302865341,14064.539574018796,"[30.1498401, -23.3495666, 7.0]",0
502,Haenertsburg Christian Church,77.70056302313904,13737.844758877269,"[29.939707, -23.942379, 7.0]",0
503,Lenyenye AFM Church (Apostolic Faith Mission),89.3275084308768,13599.254720942155,"[30.27090499999999, -23.97648199999999, 7.0]",0
504,Shivulani Healing Ministry Church,76.66410872835856,13994.758216591317,"[30.7040596, -23.1464349, 7.0]",0
505,AGS Church Hoedspruit,38.685636757016425,11913.844337278733,"[30.94604649999999, -24.3569659, 7.0]",0
506,Kubjana A.F.M Church,74.22327392132829,13173.796397424585,"[30.2960641, -23.6954693, 7.0]",0
507,Joppie Worshippers Church,103.61337658601778,14051.201760808985,"[30.4087944, -23.7325334, 7.0]",0
508,Church of the Nazarene,96.45930571825548,13396.996475326954,"[31.0919522, -23.8610941, 7.0]",0
509,Alliance Church In Africa,45.38137951848039,14079.166292866636,"[30.2731031, -23.8956497, 7.0]",0
510,Thomo Evangelism Miracle Church,56.832770302843535,12475.13909435378,"[30.78994430000001, -23.252036, 7.0]",0
511,FNB Bank ATM Moria Zion City,113.11442830641343,14474.805003300084,"[29.78922, -23.93857, 7.0]",0
512,NKOWANKOWA ZCC CHURCH,86.68255112152721,13482.806617021126,"[30.2794196, -23.8930669, 7.0]",0
513,"St. Matthew's Anglican Church, Lenyenye",79.23709497221941,13565.684572313367,"[30.262141, -23.974685, 7.0]",0
514,Masakona Reformed Church,90.60003396742455,11561.168767743266,"[30.2477345, -23.2809815, 7.0]",0
515,Khaxane Assemblies of God Church,60.74544229186088,13362.678878304545,"[30.80500959999999, -23.6704281, 7.0]",0
516,Full Gospel Church of God,70.26729849609619,12327.200293085176,"[30.31700530000001, -23.8922818, 7.0]",0
517,Life Abundance Church,31.326188296874882,12653.332858447227,"[30.9094148, -22.8949546, 7.0]",0
518,BIBLE REVIVAL CHURCH,82.71414989378576,12324.652395516734,"[30.7082438, -23.2070945, 7.0]",0
519,Kingdom Word City Int'l Church,81.32505460278527,12377.860767615712,"[31.137179, -23.948113, 7.0]",0
520,"Faith and Action, Apostolic church",65.50668748053009,14323.723226089676,"[30.7887733, -23.3280527, 7.0]",0
521,God Harvest Church Main,67.31796239189165,12997.382906801264,"[30.3266339, -24.0817399, 7.0]",0
522,Christian Fire Church Nkowankowa,58.042381731852984,13777.093315402413,"[30.296941, -23.8936111, 7.0]",0
523,Unity of Faith Church,71.49283273261085,13229.018382906112,"[30.7033214, -23.2842007, 7.0]",0
524,Unity Of faith Church,94.10267619024397,12654.373657401748,"[30.5309385, -23.3492896, 7.0]",0
525,EVANGELICAL REFORMED CHURCH,124.44017683317529,14431.343323382634,"[30.36814819999999, -23.7254737, 7.0]",0
526,Apostolic Faith Church Of Portland Oregon. Phalaborwa,76.77200954835206,11992.868820068612,"[31.025027, -23.942221, 7.0]",0
527,Together Christian Church,48.13753383258005,12739.531894278789,"[30.4229579, -23.7212015, 7.0]",0
